Date,Month,Turbidity (NTU),Diarrhea Cases,Risk Level,Temperature (°C),Rainfall (mm)
2023-06-16,6,40.2,18,High,30.5,35.8
2021-02-04,2,6.2,1,Low,30.5,5.1
2022-07-26,7,101.0,56,High,30.5,35.8
2020-08-07,8,54.8,23,High,30.5,35.8
2020-10-04,10,10.5,8,Medium,30.5,5.1
2021-09-15,9,20.7,8,Medium,30.5,35.8
2020-01-14,1,8.6,0,Low,30.5,5.1
2022-03-21,3,21.4,9,Medium,30.5,5.1
2021-11-11,11,16.3,7,Medium,30.5,5.1
2023-06-24,6,45.8,24,High,30.5,35.8
2022-02-17,2,8.9,28,High,30.5,5.1
2021-11-05,11,23.8,10,Medium,30.5,5.1
2022-06-20,6,8.6,7,Low,30.5,35.8
2021-11-16,11,17.3,7,Medium,30.5,5.1
2022-05-31,5,18.2,5,Medium,30.5,5.1
2023-08-26,8,29.8,19,High,30.5,35.8
2023-05-02,5,0.5,1,Low,30.5,5.1
2020-10-05,10,14.6,2,Low,30.5,5.1
2021-09-07,9,52.2,29,High,30.5,35.8
2021-10-18,10,15.4,6,Medium,30.5,5.1
2023-05-20,5,15.0,4,Low,30.5,5.1
2023-11-24,11,3.4,19,High,30.5,5.1
2021-02-15,2,4.2,5,Low,30.5,5.1
2022-09-08,9,1.7,0,Low,30.5,35.8
2021-10-05,10,14.2,6,Low,30.5,5.1
2020-12-29,12,5.4,5,Low,30.5,5.1
2022-03-26,3,11.9,3,Low,30.5,5.1
2021-10-15,10,16.2,5,Medium,30.5,5.1
2021-08-19,8,72.9,34,High,30.5,35.8
2023-11-24,11,14.2,6,Low,30.5,5.1
2023-07-20,7,44.1,20,High,30.5,35.8
2022-10-02,10,12.3,7,Low,30.5,5.1
2023-03-25,3,10.4,6,Low,30.5,5.1
2021-05-11,5,17.6,6,Medium,30.5,5.1
2021-10-29,10,2.8,1,Low,30.5,5.1
2022-02-09,2,9.3,1,Low,30.5,5.1
2021-07-28,7,22.9,11,Medium,30.5,35.8
2022-03-15,3,16.3,4,Low,30.5,5.1
2022-01-17,1,6.9,3,Low,30.5,5.1
2020-08-21,8,48.4,26,High,30.5,35.8
2023-02-28,2,7.2,1,Low,30.5,5.1
2021-02-13,2,5.0,7,Low,30.5,5.1
2023-04-27,4,12.0,5,Low,30.5,5.1
2023-01-22,1,4.1,0,Low,30.5,5.1
2021-01-03,1,7.4,2,Low,30.5,5.1
2023-10-28,10,15.6,6,Medium,30.5,5.1
2023-01-31,1,9.4,5,Low,30.5,5.1
2020-02-25,2,4.9,1,Low,30.5,5.1
2022-08-03,8,48.2,24,High,30.5,35.8
2023-12-21,12,5.7,1,Low,30.5,5.1
2021-03-05,3,10.3,4,Low,30.5,5.1
2022-06-16,6,35.3,15,High,30.5,35.8
2021-08-19,8,49.8,19,High,30.5,35.8
2023-11-19,11,28.0,11,Medium,30.5,5.1
2020-05-21,5,8.0,1,Low,30.5,5.1
2022-04-17,4,11.6,3,Low,30.5,5.1
2023-10-10,10,21.9,9,Medium,30.5,5.1
2022-10-19,10,34.4,11,High,30.5,5.1
2020-10-12,10,33.2,11,High,30.5,5.1
2023-07-21,7,33.1,18,High,30.5,35.8
2021-09-12,9,2.1,4,Low,30.5,35.8
2021-05-10,5,17.6,8,Medium,30.5,5.1
2021-06-01,6,2.4,0,Low,30.5,35.8
2023-09-10,9,73.6,35,High,30.5,35.8
2020-11-11,11,8.6,4,Low,30.5,5.1
2022-05-16,5,12.2,5,Low,30.5,5.1
2022-02-11,2,12.5,1,Low,30.5,5.1
2020-05-31,5,0.5,0,Low,30.5,5.1
2022-07-08,7,66.9,27,High,30.5,35.8
2023-05-09,5,19.1,7,Medium,30.5,5.1
2022-09-08,9,99.9,71,High,30.5,35.8
2023-04-07,4,19.0,4,Low,30.5,5.1
2022-03-31,3,12.8,5,Low,30.5,5.1
2022-12-30,12,3.5,0,Low,30.5,5.1
2022-11-03,11,18.1,6,Medium,30.5,5.1
2023-11-17,11,10.7,6,Low,30.5,5.1
2022-05-06,5,27.0,6,Medium,30.5,5.1
2023-01-18,1,4.0,0,Low,30.5,5.1
2020-03-16,3,10.1,0,Low,30.5,5.1
2022-01-06,1,8.3,2,Low,30.5,5.1
2023-12-07,12,4.0,1,Low,30.5,5.1
2023-01-04,1,7.3,3,Low,30.5,5.1
2023-05-01,5,19.1,10,Medium,30.5,5.1
2023-07-30,7,42.7,19,High,30.5,35.8
2020-06-23,6,39.2,19,High,30.5,35.8
2020-08-11,8,158.1,84,High,30.5,35.8
2021-05-23,5,25.5,5,Medium,30.5,5.1
2023-09-08,9,64.2,25,High,30.5,35.8
2023-09-23,9,47.7,24,High,30.5,35.8
2021-12-28,12,2.1,4,Low,30.5,5.1
2020-12-06,12,5.3,6,Low,30.5,5.1
2023-08-18,8,64.2,24,High,30.5,35.8
2023-06-08,6,8.5,4,Low,30.5,35.8
2020-03-31,3,16.3,5,Medium,30.5,5.1
2023-02-27,2,7.8,4,Low,30.5,5.1
2023-08-14,8,63.3,37,High,30.5,35.8
2023-10-19,10,17.8,11,Medium,30.5,5.1
2023-08-17,8,16.8,9,Medium,30.5,35.8
2022-03-29,3,12.1,8,Medium,30.5,5.1
2021-11-10,11,15.5,5,Medium,30.5,5.1
2022-05-31,5,5.1,0,Low,30.5,5.1
2020-08-04,8,22.7,11,Medium,30.5,35.8
2020-01-22,1,12.3,4,Low,30.5,5.1
2020-07-20,7,50.3,29,High,30.5,35.8
2021-06-13,6,42.0,28,High,30.5,35.8
2021-03-30,3,12.4,2,Low,30.5,5.1
2022-11-11,11,42.6,20,High,30.5,5.1
2022-11-28,11,34.9,9,High,30.5,5.1
2023-02-16,2,3.9,2,Low,30.5,5.1
2023-04-03,4,8.2,4,Low,30.5,5.1
2023-11-09,11,70.8,24,High,30.5,5.1
2023-03-24,3,17.1,8,Medium,30.5,5.1
2021-03-28,3,14.7,3,Low,30.5,5.1
2022-07-01,7,24.6,6,Medium,30.5,35.8
2022-02-05,2,3.0,1,Low,30.5,5.1
2022-03-12,3,49.8,14,High,30.5,5.1
2022-08-06,8,84.8,34,High,30.5,35.8
2023-10-23,10,13.9,5,Low,30.5,5.1
2023-04-20,4,11.0,4,Low,30.5,5.1
2023-11-15,11,15.6,7,Medium,30.5,5.1
2022-10-21,10,0.5,0,Low,30.5,5.1
2020-11-04,11,27.3,6,Medium,30.5,5.1
2021-12-07,12,9.2,1,Low,30.5,5.1
2020-02-20,2,11.3,5,Low,30.5,5.1
2022-09-15,9,70.1,43,High,30.5,35.8
2020-08-02,8,112.1,59,High,30.5,35.8
2021-08-28,8,26.5,11,Medium,30.5,35.8
2022-05-01,5,3.0,3,Low,30.5,5.1
2020-06-24,6,49.3,30,High,30.5,35.8
2020-08-25,8,22.9,5,Medium,30.5,35.8
2020-10-17,10,11.9,3,Low,30.5,5.1
2021-12-14,12,11.2,0,Low,30.5,5.1
2021-09-30,9,39.1,18,High,30.5,35.8
2021-12-03,12,0.5,1,Low,30.5,5.1
2022-07-21,7,104.0,47,High,30.5,35.8
2021-02-27,2,2.1,3,Low,30.5,5.1
2022-12-03,12,3.2,0,Low,30.5,5.1
2022-09-16,9,100.1,56,High,30.5,35.8
2021-12-14,12,5.6,4,Low,30.5,5.1
2022-09-02,9,111.4,42,High,30.5,35.8
2020-07-18,7,72.2,30,High,30.5,35.8
2022-06-16,6,78.1,37,High,30.5,35.8
2023-11-27,11,44.0,16,High,30.5,5.1
2022-07-15,7,62.7,41,High,30.5,35.8
2021-10-15,10,31.2,21,High,30.5,5.1
2020-05-17,5,17.5,5,Medium,30.5,5.1
2021-09-06,9,42.1,19,High,30.5,35.8
2020-04-01,4,15.0,6,Medium,30.5,5.1
2023-12-26,12,7.2,4,Low,30.5,5.1
2020-08-23,8,54.8,28,High,30.5,35.8
2020-02-16,2,7.2,2,Low,30.5,5.1
2021-12-03,12,7.4,0,Low,30.5,5.1
2023-08-20,8,110.6,45,High,30.5,35.8
2020-08-11,8,125.3,72,High,30.5,35.8
2023-10-18,10,4.9,0,Low,30.5,5.1
2020-12-02,12,1.0,3,Low,30.5,5.1
2021-05-14,5,6.7,4,Low,30.5,5.1
2022-11-22,11,15.5,10,Medium,30.5,5.1
2020-12-23,12,7.6,4,Low,30.5,5.1
2023-02-04,2,9.8,2,Low,30.5,5.1
2020-11-23,11,21.8,5,Medium,30.5,5.1
2021-11-08,11,18.7,6,Medium,30.5,5.1
2023-02-20,2,6.2,2,Low,30.5,5.1
2022-05-23,5,6.1,0,Low,30.5,5.1
2022-08-04,8,68.9,70,High,30.5,35.8
2021-04-19,4,12.7,10,Medium,30.5,5.1
2022-04-09,4,21.3,8,Medium,30.5,5.1
2023-07-13,7,80.4,36,High,30.5,35.8
2021-01-12,1,7.5,5,Low,30.5,5.1
2021-01-16,1,0.6,0,Low,30.5,5.1
2023-08-04,8,80.3,43,High,30.5,35.8
2023-09-08,9,93.2,48,High,30.5,35.8
2022-06-04,6,51.5,17,High,30.5,35.8
2022-03-21,3,22.5,11,Medium,30.5,5.1
2020-02-29,2,7.9,6,Low,30.5,5.1
2023-06-11,6,25.8,14,Medium,30.5,35.8
2021-02-08,2,13.2,4,Low,30.5,5.1
2022-07-09,7,0.5,0,Low,30.5,35.8
2023-04-27,4,8.9,3,Low,30.5,5.1
2022-05-29,5,8.8,1,Low,30.5,5.1
2022-03-07,3,8.2,5,Low,30.5,5.1
2020-01-10,1,12.6,2,Low,30.5,5.1
2023-12-14,12,12.0,5,Low,30.5,5.1
2021-03-15,3,2.3,0,Low,30.5,5.1
2021-02-25,2,6.8,4,Low,30.5,5.1
2021-07-24,7,68.5,25,High,30.5,35.8
2023-12-12,12,5.9,0,Low,30.5,5.1
2020-05-08,5,5.5,0,Low,30.5,5.1
2023-03-28,3,11.7,14,Medium,30.5,5.1
2020-07-27,7,23.4,11,Medium,30.5,35.8
2023-01-04,1,5.5,3,Low,30.5,5.1
2021-01-17,1,9.6,7,Low,30.5,5.1
2022-01-19,1,14.4,4,Low,30.5,5.1
2021-10-29,10,6.2,4,Low,30.5,5.1
2021-02-07,2,13.6,3,Low,30.5,5.1
2022-07-26,7,84.7,50,High,30.5,35.8
2020-08-21,8,72.6,29,High,30.5,35.8
2021-06-21,6,91.8,30,High,30.5,35.8
2023-10-05,10,9.2,9,Medium,30.5,5.1
2022-09-29,9,36.0,22,High,30.5,35.8
2022-12-16,12,5.9,2,Low,30.5,5.1
2023-08-01,8,73.2,32,High,30.5,35.8
2021-10-03,10,0.5,1,Low,30.5,5.1
2023-05-07,5,8.4,4,Low,30.5,5.1
2022-03-06,3,50.4,14,High,30.5,5.1
2023-06-05,6,66.4,30,High,30.5,35.8
2022-03-14,3,0.5,1,Low,30.5,5.1
2023-04-17,4,20.2,4,Medium,30.5,5.1
2020-08-21,8,25.0,9,Medium,30.5,35.8
2021-12-13,12,0.5,1,Low,30.5,5.1
2021-12-21,12,5.2,0,Low,30.5,5.1
2022-07-26,7,18.2,7,Medium,30.5,35.8
2023-06-18,6,42.1,23,High,30.5,35.8
2020-12-19,12,5.6,7,Low,30.5,5.1
2023-10-11,10,25.5,12,Medium,30.5,5.1
2023-12-16,12,6.7,2,Low,30.5,5.1
2021-09-01,9,104.2,49,High,30.5,35.8
2023-06-12,6,21.5,12,Medium,30.5,35.8
2023-04-23,4,6.1,3,Low,30.5,5.1
2020-06-22,6,11.4,4,Low,30.5,35.8
2023-10-08,10,9.7,6,Low,30.5,5.1
2020-10-01,10,19.6,8,Medium,30.5,5.1
2021-10-03,10,14.1,8,Medium,30.5,5.1
2020-08-29,8,34.7,24,High,30.5,35.8
2021-05-03,5,18.6,9,Medium,30.5,5.1
2021-09-17,9,73.5,36,High,30.5,35.8
2020-08-27,8,52.2,30,High,30.5,35.8
2021-01-09,1,5.4,3,Low,30.5,5.1
2022-02-03,2,9.0,0,Low,30.5,5.1
2023-11-21,11,21.9,4,Medium,30.5,5.1
2020-10-16,10,12.5,5,Low,30.5,5.1
2022-11-12,11,41.7,14,High,30.5,5.1
2022-03-06,3,22.2,8,Medium,30.5,5.1
2022-05-06,5,12.6,7,Low,30.5,5.1
2023-05-06,5,4.6,3,Low,30.5,5.1
2020-10-09,10,25.7,7,Medium,30.5,5.1
2023-03-23,3,10.3,4,Low,30.5,5.1
2022-02-24,2,1.0,2,Low,30.5,5.1
2022-05-16,5,19.4,4,Low,30.5,5.1
2021-01-15,1,4.0,0,Low,30.5,5.1
2022-09-23,9,53.2,33,High,30.5,35.8
2023-07-25,7,45.4,21,High,30.5,35.8
2023-01-05,1,2.4,3,Low,30.5,5.1
2023-11-21,11,26.8,9,Medium,30.5,5.1
2023-08-14,8,40.7,12,High,30.5,35.8
2020-12-20,12,3.7,0,Low,30.5,5.1
2023-02-10,2,2.7,2,Low,30.5,5.1
2020-12-07,12,14.2,5,Low,30.5,5.1
2022-09-29,9,95.5,57,High,30.5,35.8
2021-08-14,8,49.9,19,High,30.5,35.8
2020-10-14,10,18.0,3,Low,30.5,5.1
2021-01-18,1,7.4,2,Low,30.5,5.1
2021-10-06,10,22.0,3,Medium,30.5,5.1
2022-07-12,7,68.4,44,High,30.5,35.8
2023-06-22,6,127.0,60,High,30.5,35.8
2020-04-19,4,16.8,5,Medium,30.5,5.1
2022-01-05,1,12.2,2,Low,30.5,5.1
2020-01-20,1,5.0,1,Low,30.5,5.1
2022-09-19,9,81.3,34,High,30.5,35.8
2020-10-06,10,27.4,11,Medium,30.5,5.1
2021-02-03,2,9.9,14,Medium,30.5,5.1
2022-02-25,2,9.5,1,Low,30.5,5.1
2023-02-24,2,15.4,6,Medium,30.5,5.1
2022-11-01,11,62.8,18,High,30.5,5.1
2023-08-30,8,325.4,156,High,30.5,35.8
2022-10-10,10,37.2,14,High,30.5,5.1
2022-04-17,4,6.1,0,Low,30.5,5.1
2023-11-03,11,24.9,8,Medium,30.5,5.1
2022-10-04,10,0.5,0,Low,30.5,5.1
2022-05-01,5,24.8,5,Medium,30.5,5.1
2023-12-25,12,6.6,2,Low,30.5,5.1
2022-06-28,6,129.2,69,High,30.5,35.8
2022-09-27,9,28.8,11,Medium,30.5,35.8
2020-12-08,12,11.8,0,Low,30.5,5.1
2020-06-18,6,64.1,30,High,30.5,35.8
2023-03-03,3,11.5,5,Low,30.5,5.1
2020-03-04,3,3.3,3,Low,30.5,5.1
2021-03-27,3,0.5,3,Low,30.5,5.1
2021-08-21,8,36.9,18,High,30.5,35.8
2020-03-07,3,18.0,8,Medium,30.5,5.1
2021-07-16,7,28.9,17,High,30.5,35.8
2021-04-05,4,8.2,2,Low,30.5,5.1
2023-01-06,1,7.1,0,Low,30.5,5.1
2021-08-14,8,34.3,13,High,30.5,35.8
2020-12-10,12,6.4,7,Low,30.5,5.1
2022-07-25,7,62.3,27,High,30.5,35.8
2023-03-04,3,1.6,2,Low,30.5,5.1
2022-10-11,10,0.5,0,Low,30.5,5.1
2023-01-30,1,12.3,4,Low,30.5,5.1
2022-11-12,11,0.5,1,Low,30.5,5.1
2020-08-19,8,103.9,48,High,30.5,35.8
2023-03-18,3,16.1,4,Low,30.5,5.1
2020-08-21,8,37.9,25,High,30.5,35.8
2021-07-02,7,42.2,19,High,30.5,35.8
2023-01-17,1,4.4,1,Low,30.5,5.1
2022-01-21,1,10.0,2,Low,30.5,5.1
2023-01-15,1,8.8,4,Low,30.5,5.1
2020-03-26,3,11.1,6,Low,30.5,5.1
2022-06-22,6,84.4,43,High,30.5,35.8
2023-01-23,1,4.7,2,Low,30.5,5.1
2021-03-23,3,70.7,14,High,30.5,5.1
2022-05-20,5,19.1,7,Medium,30.5,5.1
2020-07-28,7,51.3,20,High,30.5,35.8
2023-08-31,8,8.3,2,Low,30.5,35.8
2021-05-21,5,13.1,7,Low,30.5,5.1
2021-09-01,9,36.8,14,High,30.5,35.8
2020-03-07,3,0.6,3,Low,30.5,5.1
2022-07-10,7,10.4,5,Low,30.5,35.8
2021-06-22,6,35.9,16,High,30.5,35.8
2021-12-14,12,8.4,5,Low,30.5,5.1
2020-06-27,6,38.5,22,High,30.5,35.8
2022-06-18,6,14.8,2,Low,30.5,35.8
2020-08-28,8,93.0,40,High,30.5,35.8
2021-04-30,4,5.8,5,Low,30.5,5.1
2021-03-05,3,12.2,3,Low,30.5,5.1
2023-04-19,4,22.7,5,Medium,30.5,5.1
2023-11-12,11,7.9,18,High,30.5,5.1
2021-12-19,12,11.1,1,Low,30.5,5.1
2023-12-26,12,8.3,5,Low,30.5,5.1
2023-06-03,6,70.5,26,High,30.5,35.8
2023-07-19,7,107.9,44,High,30.5,35.8
2022-05-26,5,8.5,5,Low,30.5,5.1
2020-12-05,12,6.7,3,Low,30.5,5.1
2023-06-15,6,63.6,22,High,30.5,35.8
2020-10-12,10,15.4,6,Medium,30.5,5.1
2021-02-27,2,10.4,8,Medium,30.5,5.1
2021-02-27,2,8.6,9,Medium,30.5,5.1
2020-05-01,5,14.6,6,Low,30.5,5.1
2023-03-13,3,8.7,24,High,30.5,5.1
2021-12-19,12,9.7,4,Low,30.5,5.1
2022-12-26,12,6.8,16,High,30.5,5.1
2021-07-29,7,47.1,18,High,30.5,35.8
2023-05-07,5,27.7,6,Medium,30.5,5.1
2023-01-08,1,2.8,1,Low,30.5,5.1
2020-12-10,12,1.2,0,Low,30.5,5.1
2021-10-24,10,37.5,10,High,30.5,5.1
2023-12-12,12,29.0,6,Medium,30.5,5.1
2021-08-22,8,103.3,38,High,30.5,35.8
2021-08-15,8,35.8,22,High,30.5,35.8
2023-03-18,3,21.9,6,Medium,30.5,5.1
2021-07-01,7,41.3,14,High,30.5,35.8
2022-11-19,11,26.3,10,Medium,30.5,5.1
2023-10-23,10,26.8,13,Medium,30.5,5.1
2020-07-14,7,0.5,0,Low,30.5,35.8
2020-10-04,10,17.9,7,Medium,30.5,5.1
2022-04-22,4,4.8,2,Low,30.5,5.1
2020-05-01,5,10.9,3,Low,30.5,5.1
2021-07-21,7,43.8,28,High,30.5,35.8
2023-09-05,9,9.0,4,Low,30.5,35.8
2020-09-16,9,74.7,35,High,30.5,35.8
2023-12-07,12,8.0,19,High,30.5,5.1
2020-09-28,9,109.7,66,High,30.5,35.8
2021-05-26,5,12.4,3,Low,30.5,5.1
2020-10-26,10,9.4,1,Low,30.5,5.1
2023-12-27,12,3.5,5,Low,30.5,5.1
2021-10-21,10,30.1,12,High,30.5,5.1
2021-05-21,5,13.3,4,Low,30.5,5.1
2023-10-16,10,19.0,6,Medium,30.5,5.1
2022-03-15,3,6.4,0,Low,30.5,5.1
2022-09-29,9,61.8,30,High,30.5,35.8
2020-10-18,10,8.1,0,Low,30.5,5.1
2023-03-28,3,19.4,7,Medium,30.5,5.1
2023-07-19,7,6.7,2,Low,30.5,35.8
2021-07-04,7,68.9,41,High,30.5,35.8
2023-07-09,7,31.1,11,High,30.5,35.8
2022-04-28,4,8.7,0,Low,30.5,5.1
2022-02-07,2,9.2,3,Low,30.5,5.1
2022-07-14,7,43.2,17,High,30.5,35.8
2020-06-03,6,28.4,19,High,30.5,35.8
2023-07-21,7,227.8,122,High,30.5,35.8
2020-07-09,7,21.4,11,Medium,30.5,35.8
2022-04-05,4,8.6,5,Low,30.5,5.1
2022-11-21,11,3.5,1,Low,30.5,5.1
2021-07-23,7,26.2,12,Medium,30.5,35.8
2023-11-23,11,15.8,7,Medium,30.5,5.1
2022-01-25,1,19.3,10,Medium,30.5,5.1
2022-07-20,7,38.0,34,High,30.5,35.8
2022-09-26,9,77.4,46,High,30.5,35.8
2021-11-01,11,20.5,7,Medium,30.5,5.1
2023-04-06,4,43.6,12,High,30.5,5.1
2020-01-06,1,8.6,4,Low,30.5,5.1
2020-07-09,7,36.5,13,High,30.5,35.8
2022-07-27,7,56.1,32,High,30.5,35.8
2023-07-24,7,87.8,49,High,30.5,35.8
2023-09-22,9,113.7,54,High,30.5,35.8
2023-11-29,11,5.7,6,Low,30.5,5.1
2022-01-03,1,5.4,1,Low,30.5,5.1
2020-05-09,5,4.1,0,Low,30.5,5.1
2022-12-30,12,8.5,5,Low,30.5,5.1
2022-03-25,3,5.8,0,Low,30.5,5.1
2021-03-22,3,13.0,2,Low,30.5,5.1
2022-05-29,5,0.7,4,Low,30.5,5.1
2021-03-09,3,15.5,10,Medium,30.5,5.1
2022-10-10,10,19.5,2,Low,30.5,5.1
2021-07-03,7,44.1,25,High,30.5,35.8
2021-10-23,10,16.4,8,Medium,30.5,5.1
2021-08-03,8,48.8,26,High,30.5,35.8
2021-11-22,11,15.8,8,Medium,30.5,5.1
2023-01-25,1,11.7,1,Low,30.5,5.1
2023-03-29,3,15.2,1,Low,30.5,5.1
2020-09-24,9,28.0,12,Medium,30.5,35.8
2023-03-05,3,17.0,24,High,30.5,5.1
2022-09-20,9,105.8,42,High,30.5,35.8
2021-12-04,12,9.4,3,Low,30.5,5.1
2023-10-29,10,21.9,6,Medium,30.5,5.1
2020-04-09,4,13.3,6,Low,30.5,5.1
2020-04-04,4,28.6,4,Medium,30.5,5.1
2020-07-22,7,68.7,32,High,30.5,35.8
2023-07-06,7,23.3,9,Medium,30.5,35.8
2022-07-30,7,43.3,14,High,30.5,35.8
2020-02-03,2,5.9,2,Low,30.5,5.1
2020-09-11,9,88.0,50,High,30.5,35.8
2020-11-19,11,11.3,7,Low,30.5,5.1
2022-06-22,6,39.8,14,High,30.5,35.8
2022-07-23,7,61.9,31,High,30.5,35.8
2020-01-02,1,7.6,1,Low,30.5,5.1
2022-05-26,5,18.5,6,Medium,30.5,5.1
2021-02-18,2,39.7,11,High,30.5,5.1
2023-11-11,11,26.0,6,Medium,30.5,5.1
2020-09-27,9,79.3,32,High,30.5,35.8
2023-08-24,8,60.8,25,High,30.5,35.8
2021-09-10,9,78.2,36,High,30.5,35.8
2020-11-21,11,22.2,6,Medium,30.5,5.1
2021-07-15,7,35.1,20,High,30.5,35.8
2020-07-10,7,75.3,31,High,30.5,35.8
2023-09-02,9,68.6,24,High,30.5,35.8
2022-01-08,1,1.5,2,Low,30.5,5.1
2021-05-27,5,7.9,5,Low,30.5,5.1
2020-06-17,6,41.9,25,High,30.5,35.8
2022-01-31,1,0.5,4,Low,30.5,5.1
2023-09-22,9,87.2,31,High,30.5,35.8
2023-08-21,8,87.0,45,High,30.5,35.8
2020-12-04,12,13.3,3,Low,30.5,5.1
2020-04-16,4,22.0,4,Medium,30.5,5.1
2022-03-22,3,28.6,11,Medium,30.5,5.1
2023-07-05,7,65.4,32,High,30.5,35.8
2021-09-17,9,42.9,27,High,30.5,35.8
2023-12-03,12,2.6,2,Low,30.5,5.1
2021-04-24,4,12.6,4,Low,30.5,5.1
2022-05-29,5,15.6,0,Low,30.5,5.1
2023-09-04,9,94.6,50,High,30.5,35.8
2020-07-05,7,53.5,23,High,30.5,35.8
2023-12-12,12,6.1,2,Low,30.5,5.1
2020-07-13,7,23.3,13,Medium,30.5,35.8
2020-01-03,1,3.7,0,Low,30.5,5.1
2021-03-13,3,2.6,0,Low,30.5,5.1
2022-09-03,9,71.5,36,High,30.5,35.8
2020-06-08,6,65.6,44,High,30.5,35.8
2020-09-28,9,11.8,7,Low,30.5,35.8
2023-04-30,4,11.0,6,Low,30.5,5.1
2021-04-08,4,5.9,3,Low,30.5,5.1
2022-11-29,11,17.7,4,Low,30.5,5.1
2023-10-24,10,6.7,5,Low,30.5,5.1
2022-06-30,6,24.1,16,High,30.5,35.8
2020-01-20,1,6.0,5,Low,30.5,5.1
2020-01-17,1,8.4,5,Low,30.5,5.1
2023-11-25,11,9.4,8,Medium,30.5,5.1
2021-12-04,12,4.7,1,Low,30.5,5.1
2020-09-03,9,168.6,93,High,30.5,35.8
2022-05-14,5,15.0,6,Medium,30.5,5.1
2023-11-22,11,25.8,9,Medium,30.5,5.1
2020-09-27,9,32.4,17,High,30.5,35.8
2022-09-05,9,90.9,54,High,30.5,35.8
2020-05-25,5,8.1,4,Low,30.5,5.1
2021-04-13,4,34.2,12,High,30.5,5.1
2022-02-23,2,4.9,0,Low,30.5,5.1
2020-07-01,7,23.2,18,High,30.5,35.8
2020-07-28,7,57.5,20,High,30.5,35.8
2020-07-30,7,59.1,26,High,30.5,35.8
2021-10-03,10,17.6,4,Low,30.5,5.1
2022-01-22,1,9.2,0,Low,30.5,5.1
2021-09-04,9,96.2,46,High,30.5,35.8
2020-10-07,10,21.5,12,Medium,30.5,5.1
2022-02-22,2,14.0,3,Low,30.5,5.1
2020-09-29,9,32.4,16,High,30.5,35.8
2023-08-06,8,59.5,32,High,30.5,35.8
2023-10-18,10,21.8,8,Medium,30.5,5.1
2020-10-19,10,25.1,26,High,30.5,5.1
2020-05-20,5,12.7,5,Low,30.5,5.1
2022-12-22,12,5.9,2,Low,30.5,5.1
2023-02-27,2,6.5,1,Low,30.5,5.1
2020-01-18,1,7.5,3,Low,30.5,5.1
2023-06-03,6,49.4,16,High,30.5,35.8
2023-08-24,8,29.5,18,High,30.5,35.8
2020-12-02,12,2.2,1,Low,30.5,5.1
2022-06-20,6,87.4,43,High,30.5,35.8
2021-12-20,12,8.4,4,Low,30.5,5.1
2021-03-12,3,10.8,4,Low,30.5,5.1
2023-07-10,7,39.8,17,High,30.5,35.8
2020-11-06,11,6.9,5,Low,30.5,5.1
2022-04-23,4,18.9,6,Medium,30.5,5.1
2023-06-15,6,28.2,16,High,30.5,35.8
2023-11-07,11,29.0,4,Medium,30.5,5.1
2022-06-25,6,127.8,65,High,30.5,35.8
2021-03-20,3,11.2,3,Low,30.5,5.1
2020-06-26,6,44.0,23,High,30.5,35.8
2020-07-24,7,70.0,26,High,30.5,35.8
2020-10-13,10,5.1,2,Low,30.5,5.1
2020-09-09,9,45.4,20,High,30.5,35.8
2023-04-22,4,6.1,1,Low,30.5,5.1
2022-02-25,2,9.3,7,Low,30.5,5.1
2021-12-20,12,8.8,2,Low,30.5,5.1
2022-05-29,5,22.3,6,Medium,30.5,5.1
2021-10-06,10,25.0,2,Medium,30.5,5.1
2020-10-13,10,32.1,14,High,30.5,5.1
2021-05-22,5,8.2,22,High,30.5,5.1
2021-07-21,7,9.8,7,Low,30.5,35.8
2023-08-13,8,106.6,79,High,30.5,35.8
2020-06-21,6,114.5,57,High,30.5,35.8
2021-05-23,5,11.7,1,Low,30.5,5.1
2023-02-07,2,11.1,2,Low,30.5,5.1
2023-05-15,5,0.5,2,Low,30.5,5.1
2023-05-13,5,8.4,2,Low,30.5,5.1
2023-05-29,5,35.2,12,High,30.5,5.1
2021-08-06,8,49.6,25,High,30.5,35.8
2023-11-15,11,30.3,13,High,30.5,5.1
2020-02-24,2,3.1,0,Low,30.5,5.1
2023-09-10,9,46.8,21,High,30.5,35.8
2021-09-09,9,57.1,27,High,30.5,35.8
2021-02-24,2,6.0,2,Low,30.5,5.1
2022-11-26,11,24.2,14,Medium,30.5,5.1
2023-05-27,5,9.2,0,Low,30.5,5.1
2022-11-09,11,12.2,3,Low,30.5,5.1
2021-01-21,1,11.7,5,Low,30.5,5.1
2022-03-13,3,12.1,6,Low,30.5,5.1
2021-08-28,8,8.3,11,Medium,30.5,35.8
2023-08-16,8,0.5,0,Low,30.5,35.8
2020-04-21,4,4.2,4,Low,30.5,5.1
2021-05-05,5,20.5,25,High,30.5,5.1
2022-10-10,10,31.6,13,High,30.5,5.1
2022-03-01,3,15.9,2,Low,30.5,5.1
2020-08-18,8,116.7,52,High,30.5,35.8
2021-05-08,5,21.6,7,Medium,30.5,5.1
2022-10-20,10,29.3,8,Medium,30.5,5.1
2023-07-30,7,43.6,25,High,30.5,35.8
2023-05-01,5,12.2,2,Low,30.5,5.1
2020-05-25,5,16.0,2,Low,30.5,5.1
2022-12-17,12,7.6,2,Low,30.5,5.1
2020-01-25,1,3.2,2,Low,30.5,5.1
